gebiedcode15,waarde
STAD,5.2
A,1.0
B,0.8
E,6.8
F,11.9
K,1.6
Z,
T,1.0
M,5.4
N,5.9
DX02,1.1
DX06,17.1
DX05,5.3
DX08,6.0
DX03,2.4
DX07,11.4
DX04,15.2
DX01,0.8
DX12,2.1
DX13,7.1
DX10,1.2
DX09,10.9
DX15,1.5
DX11,1.1
DX14,7.4
DX17,5.4
DX16,3.5
DX22,0.6
DX20,1.9
DX19,8.2
DX18,4.3
DX21,0.7
ZX99,0.8
A04,0.8
A05,0.9
A06,0.7
A02,0.7
A03,1.3
A01,1.1
A00,1.0
K48,2.3
K49,0.5
K52,0.7
K54,1.5
K53,2.7
K59,0.1
K90,1.0
K91,1.3
K44,1.4
K46,0.7
K45,2.1
K47,0.4
K25,2.5
K24,2.2
K26,4.4
K23,4.5
F85,9.7
F84,8.0
F86,13.9
F87,7.1
F88,4.0
F89,10.5
F79,8.5
F78,20.5
F80,0.9
F82,16.3
F81,8.7
F83,9.0
F76,17.9
F77,15.2
F11,4.1
E38,11.4
E39,23.3
E40,4.4
E42,10.4
E41,11.0
E43,4.3
E75,11.2
E19,3.7
E18,3.5
E17,1.2
E20,1.4
E21,1.3
E22,0.4
E36,3.3
E37,13.1
E15,2.1
E16,1.9
E14,2.4
E12,1.5
E13,2.9
A07,0.7
A08,0.7
A09,1.8
B10,0.8
Z99,
T95,0.4
T96,0.8
T97,0.4
T98,0.4
T94,0.7
T93,1.9
T92,0.7
N68,11.0
N67,1.5
N69,6.5
N70,9.3
N71,0.3
N72,0.0
N73,0.4
N74,6.1
N64,0.3
N63,2.0
N66,4.2
N65,2.8
N62,0.7
N60,6.0
N61,5.4
M50,
M55,2.4
M51,4.6
M56,1.1
M57,1.0
M58,1.2
M32,12.7
M33,2.5
M34,0.0
M35,3.4
M28,6.0
M29,9.3
M30,9.5
M31,10.3
M27,1.4
AS03,0.8
AS01,0.5
AS02,1.9
AS07,0.9
AS06,0.9
AS08,1.1
AS04,0.7
AS09,1.1
AS10,1.0
AS05,0.6
AS16,
