gebiedcode15,waarde
STAD,50.1
A,62.2
K,62.6
F,39.6
E,50.7
B,63.5
Z,
T,27.4
N,54.1
M,51.8
DX01,62.8
DX03,55.4
DX02,61.6
DX11,61.5
DX15,67.3
DX13,45.0
DX14,45.8
DX12,61.5
DX16,52.9
DX17,59.4
DX06,31.2
DX05,55.5
DX09,35.5
DX04,35.2
DX10,64.4
DX07,39.3
DX08,56.9
DX19,45.3
DX22,39.4
DX18,56.0
DX20,14.8
DX21,21.7
ZX99,63.5
A00,58.4
A01,53.4
A02,62.2
E12,52.7
E13,51.3
E15,58.8
E14,55.8
E42,44.5
E41,44.1
E40,60.7
E38,49.8
E39,17.7
E37,37.7
E22,63.1
E36,55.4
E21,65.0
E20,65.9
E19,51.8
E18,57.4
E16,59.4
E17,64.8
B10,63.5
A09,56.6
A08,64.2
A07,64.5
A06,65.7
A05,63.1
A04,63.8
A03,61.7
F11,58.0
F76,26.8
F77,31.3
E75,44.3
E43,58.8
F88,62.7
F87,41.6
F86,26.0
F85,45.6
F84,51.4
F83,43.0
F82,27.5
F80,79.1
F81,46.2
F79,52.8
F78,30.2
K24,60.7
K23,37.2
K25,59.8
F89,34.6
K53,59.3
K52,70.8
K49,65.0
K48,57.3
K47,67.2
K45,63.7
K46,63.4
K44,69.1
K26,47.1
Z99,
M27,62.5
M28,46.8
M29,43.3
K91,61.3
K90,61.7
K59,65.9
K54,64.5
M55,61.6
M51,45.8
M50,
M35,54.1
M34,78.8
M33,62.1
M32,31.9
M31,34.1
M30,35.9
N60,51.2
N61,40.4
N64,81.6
N63,77.2
N62,80.1
N69,48.0
N68,34.0
N67,76.8
N66,64.5
N65,69.3
M58,63.3
M57,68.8
M56,71.6
T92,45.5
T93,14.5
T96,32.7
T95,56.4
T94,21.7
N74,58.5
N73,87.7
N72,69.9
N71,66.8
N70,43.6
T97,40.1
T98,84.4
FS76,26.8
FS11,58.0
FS87,41.6
FS86,26.0
FS84,51.4
FS85,45.6
FS88,62.7
FS89,34.6
FS80,79.1
FS82,27.5
FS78,30.2
FS81,46.2
FS79,52.8
FS83,43.0
FS77,31.3
ES13,65.3
ES14,71.7
ES11,65.9
ES09,57.4
ES10,47.1
ES12,64.2
ES08,64.2
ES06,86.5
ES07,59.4
ES03,52.0
ES02,48.3
ES05,63.6
ES04,55.8
ES01,52.7
ES99,66.7
ES27,36.8
ES22,60.7
ES24,44.1
ES25,44.5
ES26,58.8
ES23,44.3
ES61,47.0
ES20,
ES18,50.3
ES21,13.0
ES17,28.5
ES16,41.8
ES15,39.9
ES19,42.2
AS20,62.4
AS16,
AS13,52.4
AS14,64.9
AS17,55.6
AS15,66.0
AS18,64.6
AS19,68.2
AS09,62.4
AS11,65.8
AS12,63.2
AS10,60.4
AS08,53.4
AS06,64.4
AS07,57.1
AS05,66.3
AS03,63.9
AS04,62.2
AS01,63.8
AS02,60.2
ZS99,63.5
TS08,13.0
TS05,11.0
TS10,22.2
TS07,11.2
TS04,40.3
TS09,10.4
TS06,13.1
TS03,11.9
TS02,24.7
TS01,13.7
TS18,17.5
TS13,40.1
TS11,52.4
TS15,45.8
TS14,56.4
TS12,35.5
TS17,0.0
TS16,84.4
NS66,64.5
NS64,81.6
NS61,40.4
NS62,80.1
