gebiedcode15,waarde
STAD,24.9
T,31.5
N,33.2
M,26.2
K,20.1
F,32.9
E,20.3
B,12.2
A,14.6
Z,
DX01,13.6
DX03,19.8
DX02,15.7
DX04,24.1
DX20,26.9
DX22,34.6
DX19,33.6
DX18,28.9
DX21,32.2
DX12,17.9
DX16,44.4
DX13,21.1
DX15,20.6
DX17,36.6
DX14,27.2
DX06,35.1
DX05,18.9
DX08,42.2
DX07,30.7
DX09,26.8
DX10,24.1
DX11,17.8
ZX99,12.2
E12,18.9
E13,21.9
E39,28.0
E38,19.8
E36,14.4
E37,23.8
E22,22.1
E20,18.9
E21,18.1
E18,15.8
E19,15.5
E17,16.9
E16,16.0
E15,31.8
E14,18.8
F11,5.8
F76,34.8
F77,31.8
F79,39.1
F78,39.4
F85,34.5
F86,28.5
F84,45.3
F83,30.4
F82,36.2
F80,36.9
F81,25.9
E75,27.6
E43,19.7
E42,20.7
E41,16.7
E40,19.1
B10,12.2
A09,20.4
A08,13.0
A07,14.7
A06,14.0
A05,18.4
A04,13.6
A03,13.9
A02,13.0
A00,9.2
A01,7.2
K23,7.3
F89,26.0
F88,39.2
F87,20.0
K49,33.5
K48,22.6
K47,24.3
K46,32.5
K45,16.7
K44,19.4
K26,22.8
K25,15.2
K24,13.3
M27,18.2
M28,20.0
M29,20.1
M33,31.6
M32,25.8
M31,22.4
M30,25.5
M50,
M51,51.7
M35,50.6
M34,8.3
K91,17.5
K90,20.1
K54,17.7
K59,28.5
K53,18.9
K52,22.7
N60,31.1
N61,27.8
N62,30.1
N68,38.3
N67,42.3
N66,38.6
N65,34.9
N64,47.6
N63,34.1
M57,20.0
M58,5.7
M56,27.6
M55,19.4
T92,2.5
T93,27.9
T95,20.2
T94,32.2
N74,49.9
N73,38.3
N72,8.8
N71,14.4
N70,35.6
N69,25.3
Z99,
T98,43.0
T97,37.0
T96,35.4
NS74,49.9
NS73,38.3
NS71,14.4
NS67,42.3
NS69,25.3
NS72,8.8
NS70,35.6
NS68,38.3
NS62,30.1
NS66,38.6
NS65,34.9
NS63,34.1
NS60,31.1
NS61,27.8
NS64,47.6
MS11,34.9
MS17,30.0
MS12,33.8
MS16,6.9
MS13,6.3
