gebiedcode15,waarde
STAD,1.75
A,1.62
B,1.28
E,1.85
F,1.82
K,1.89
Z,
M,1.62
N,1.73
T,1.61
F77,2.02
F76,2.03
F78,1.86
F79,1.45
F81,1.9
F80,1.29
F82,1.56
F83,1.88
F84,1.37
F85,1.95
F86,1.87
F87,1.88
F88,1.28
F89,
K24,1.58
K23,
E15,1.42
E16,1.89
E17,1.57
E19,1.48
E18,1.98
E21,1.67
E20,1.68
E36,1.53
E22,1.87
E37,2.07
E38,2.02
E39,1.96
E41,1.97
E40,
E42,2.09
E75,
E43,1.89
F11,1.28
A02,1.95
A03,1.67
A04,1.63
A05,1.55
A06,1.86
A07,1.7
A08,1.5
A00,1.5
A01,1.67
A09,1.5
B10,
E13,1.79
E14,1.76
E12,1.25
Z99,
T96,1.53
T97,1.51
T98,1.65
T94,1.72
T95,1.61
T93,1.64
T92,1.34
N69,1.87
N70,1.64
N71,1.01
N72,1.45
N73,1.88
N74,
N64,2.24
N66,1.66
N65,1.57
N67,1.66
N68,1.74
N63,1.85
N62,1.93
N60,2.03
N61,1.65
M28,1.58
M29,1.5
M31,1.66
M30,1.83
M33,1.39
M32,1.48
M34,0.99
M35,1.15
M50,
M51,1.25
M55,1.92
M56,2.12
M57,1.87
M58,1.47
K25,1.57
K26,2.08
K44,2.22
K45,1.98
K46,2.17
K47,1.89
K48,1.83
K49,2.25
K52,2.21
K53,2.11
K54,2.08
K90,1.89
K59,2.19
K91,1.62
M27,1.84
