gebiedcode15,waarde
STAD,8.8
A,3.3
B,0.8
F,7.3
E,5.3
Z,
T,32.7
N,8.4
M,8.2
K,3.9
DX12,4.5
DX11,3.5
DX09,6.5
DX10,3.2
DX14,8.5
DX08,8.8
DX13,9.2
DX06,6.8
DX03,6.0
DX07,7.4
DX05,4.7
DX04,5.7
DX02,4.0
DX01,2.6
DX22,28.5
DX20,37.2
DX21,34.4
DX16,11.1
DX17,8.0
DX19,9.9
DX18,7.4
DX15,4.7
ZX99,0.8
A00,1.9
A02,0.9
A01,3.1
B10,0.8
A08,3.3
A09,7.8
A07,2.1
A05,4.3
A06,2.5
A04,2.6
A03,0.9
E12,2.3
E13,9.6
E14,5.4
E15,5.5
E42,6.4
E41,7.7
E40,3.6
E39,6.4
E38,3.4
E37,6.0
E21,2.5
E22,2.9
E36,9.5
E20,2.6
E19,6.7
E17,2.9
E18,4.6
E16,3.1
F11,1.0
F76,6.3
E75,5.5
E43,4.4
F87,6.0
F86,5.6
F84,10.5
F85,6.7
F83,7.9
F81,6.7
F82,8.3
F79,9.2
F80,4.0
F78,7.1
F77,6.5
Z99,
T98,3.9
T97,27.1
K23,0.8
K24,3.4
F89,7.6
F88,7.1
K52,2.3
K49,1.0
K48,7.0
K47,1.5
K46,1.7
K45,4.7
K44,2.9
K26,8.6
K25,5.1
M27,4.6
M28,9.0
K91,3.4
K59,0.9
K90,4.0
K53,5.2
K54,4.8
M51,12.4
M55,6.2
M35,11.0
M50,
M34,5.0
M33,6.7
M32,10.6
M31,9.5
M30,11.0
M29,9.8
N60,7.9
N63,4.4
N64,0.6
N61,10.9
N62,2.9
N69,9.3
N68,12.1
N67,4.6
N66,7.9
N65,6.4
M57,7.6
M58,4.3
M56,3.1
T92,8.6
T93,37.5
T96,33.9
T95,13.2
T94,34.4
N74,9.7
N73,0.8
N72,4.9
N71,7.2
N70,10.1
AS19,1.7
AS18,3.8
AS20,4.1
AS15,2.5
AS13,1.3
AS14,0.0
AS12,0.8
AS17,7.2
AS11,2.1
AS16,
AS05,2.4
AS06,2.6
AS09,1.8
AS10,1.9
AS07,1.9
AS08,3.1
AS04,0.9
AS02,8.3
AS03,3.7
AS01,2.8
ES12,2.4
ES11,2.6
ES07,3.1
ES08,3.3
ES09,4.6
ES06,2.4
ES10,7.7
ES03,9.5
ES04,5.4
ES01,2.3
ES05,4.6
ES02,10.0
ES61,7.3
ES27,20.9
ES99,10.5
ES24,7.7
ES22,3.6
ES21,6.5
ES20,
ES23,5.5
ES25,6.4
ES26,4.4
ES19,5.0
ES17,5.3
ES14,0.9
ES16,7.1
ES18,3.7
ES13,2.9
ES15,6.2
TS01,43.1
TS05,28.3
TS03,31.8
TS08,29.9
TS04,27.7
TS07,55.1
TS06,48.4
TS02,36.4
TS17,0.0
TS16,3.9
TS18,36.9
TS09,46.9
TS15,8.6
TS11,24.2
TS12,32.0
TS10,39.7
TS14,13.2
TS13,27.1
ZS99,0.8
NS61,10.9
NS60,7.9
NS64,0.6
NS62,2.9
NS63,4.4
NS72,4.9
NS73,0.8
NS74,9.7
NS70,10.1
NS65,6.4
NS68,12.1
NS66,7.9
NS67,4.6
NS69,9.3
NS71,7.2
MS21,5.0
MS22,10.7
MS20,4.6
MS17,3.8
MS18,6.4
MS16,0.5
MS19,8.3
MS15,6.3
MS11,2.3
MS10,8.3
MS12,7.1
MS09,5.9
MS14,7.6
MS13,3.6
MS03,10.0
MS07,4.5
MS05,11.0
MS06,5.9
MS08,4.8
MS04,7.9
MS02,9.0
MS01,4.6
MS30,12.9
MS31,12.4
MS26,10.6
MS28,10.8
MS29,6.6
MS25,12.3
MS23,8.1
MS24,10.5
MS27,5.0
KS59,0.9
KS90,4.0
KS54,4.8
KS91,3.4
KS48,7.0
KS45,4.7
KS46,1.7
KS49,1.0
KS52,2.3
KS53,5.2
KS47,1.5
KS23,0.8
KS25,5.1
KS24,3.4
KS26,8.6
KS44,2.9
FS89,7.6
FS84,10.5
FS88,7.1
FS86,5.6
FS83,7.9
FS87,6.0
FS82,8.3
FS85,6.7
FS76,6.3
FS77,6.5
FS11,1.0
FS79,9.2
FS80,4.0
FS81,6.7
FS78,7.1
AA02,2.6
AA03,1.6
AA11,2.5
AA12,2.5
AA04,5.5
EA04,5.5
EA03,5.7
EA01,6.0
EA02,3.8
ZA99,0.8
TA09,8.6
TA08,46.9
TA06,27.1
TA04,29.9
TA05,35.6
TA10,3.9
TA01,34.4
TA02,36.9
TA03,48.2
FA04,6.5
FA09,7.1
FA10,1.0
FA05,7.4
FA06,6.7
FA08,10.5
FA07,8.0
FA01,7.0
FA02,6.1
