gebiedcode15,waarde
STAD,6.6
A,6.5
B,
E,6.4
F,6.8
K,6.3
M,6.7
N,7.0
Z,
T,6.9
DX07,6.8
DX03,6.6
DX04,6.4
DX06,6.6
DX02,6.6
DX05,6.3
DX08,6.8
DX09,7.1
DX14,6.6
DX10,6.3
DX11,7.3
DX13,6.2
DX12,5.9
DX15,7.2
DX21,6.6
DX17,7.0
DX18,6.8
DX20,6.6
DX16,6.8
DX19,7.3
DX22,7.1
DX01,6.3
ZX99,
A05,6.5
A06,6.2
A07,6.5
A08,7.1
A09,7.1
A01,6.0
A02,6.1
A03,5.8
A04,6.3
A00,6.4
E14,6.2
E15,6.8
E16,6.6
E18,6.2
E19,6.4
E17,6.5
E13,6.9
E12,6.9
B10,
M33,6.6
M34,
M50,
M35,6.8
M55,7.5
M51,
M56,6.9
M57,7.3
M58,6.0
N60,6.5
N61,7.2
K45,5.7
K46,6.4
K47,6.2
K49,6.9
K48,7.1
K53,7.0
K52,5.5
K54,6.3
K90,7.1
K59,8.3
K91,7.4
M31,6.2
M30,6.3
M32,6.9
M28,6.4
M29,5.8
M27,6.3
F80,
F81,7.0
F82,6.5
F84,6.6
F83,7.0
F85,7.4
F86,6.9
F87,7.0
F88,7.1
F89,7.2
K26,7.0
K44,5.3
K25,5.7
K24,5.2
K23,
E20,5.9
E21,5.8
E36,
E22,5.4
E37,6.3
E38,6.3
E39,6.5
E40,6.0
E42,6.5
E41,6.2
E75,6.2
E43,7.0
F77,6.9
F78,6.8
F79,5.9
F76,6.1
F11,
N62,6.8
N63,6.1
N64,6.8
N67,6.3
N65,7.0
N66,6.5
N68,7.6
N69,7.4
N70,7.5
N71,
N72,
N73,6.6
N74,
T92,
T93,6.6
T94,6.6
T95,6.5
T96,7.6
T97,7.2
T98,6.1
Z99,
AS09,7.1
AS08,7.1
AS06,6.2
AS05,6.5
AS11,
AS10,
AS07,6.5
AS16,
AS15,
AS13,
AS12,
AS18,
AS17,
AS14,
AS20,
AS19,
AS04,
AS02,6.1
AS01,6.0
AS03,5.8
ES05,6.4
ES01,6.9
ES02,6.3
ES04,6.2
ES03,7.0
ES06,
ES12,5.9
ES08,6.5
ES07,6.6
ES09,6.2
ES11,5.9
ES10,6.5
ES13,5.5
ES15,6.5
ES19,6.4
ES16,
ES18,6.4
ES17,6.2
ES20,
ES14,
ES26,7.0
ES23,6.2
ES25,6.5
ES24,6.2
ES21,6.5
ES27,
ES22,6.0
ES61,7.7
ES99,
FS11,7.2
FS81,
FS77,
FS78,
FS80,
FS76,
FS79,
FS82,
FS88,
FS84,
FS83,
FS85,
FS87,
FS86,
FS89,
KS90,
KS91,
KS59,
KS44,
KS23,
KS24,
KS26,
KS25,
KS45,
KS53,
KS47,
KS48,
KS52,
KS46,
KS49,
KS54,
MS15,5.8
MS10,7.7
MS11,7.1
MS12,6.7
MS14,7.3
MS13,
MS16,
MS22,6.8
MS18,5.7
MS19,6.5
MS21,6.2
MS17,7.0
MS20,7.0
MS23,6.0
MS29,6.9
MS25,6.9
MS26,7.3
MS24,6.7
MS28,
MS27,
MS30,6.7
MS31,
MS01,6.3
MS02,6.4
MS08,7.7
MS04,
MS05,6.3
MS07,6.8
MS03,5.8
MS06,6.6
MS09,7.9
TS01,
TS02,6.6
TS07,
TS06,
TS04,6.8
TS09,
TS03,6.6
TS08,6.4
TS05,
TS14,6.5
TS13,7.2
TS11,8.1
TS16,6.1
TS10,7.4
TS15,
TS12,7.5
TS18,
TS17,
ZS99,
NS64,
NS60,
NS61,
NS63,
NS62,
NS65,
NS66,
NS71,
NS67,
NS68,
NS70,
NS69,
NS72,
NS74,
NS73,
AA02,6.3
AA03,6.2
AA11,6.3
AA04,7.1
AA12,6.3
MA02,7.2
MA03,6.6
MA05,6.8
MA04,6.6
MA01,6.2
KA05,7.3
KA03,6.2
KA02,6.2
KA01,5.8
KA04,6.5
FA03,6.4
FA02,7.2
FA04,6.9
FA01,7.1
FA10,
FA06,7.0
FA07,6.8
FA09,7.1
FA08,6.6
FA05,6.5
EA04,6.4
EA01,6.6
EA03,6.4
EA02,6.1
NA65,7.0
NA61,7.2
NA62,6.8
NA64,6.7
NA63,6.1
NA66,6.5
NA60,6.5
NA74,
NA72,
NA68,7.6
NA69,7.4
NA71,
NA67,6.3
NA70,7.5
NA73,6.6
TA02,6.8
TA01,6.6
TA04,6.4
TA03,6.2
ZA99,
TA08,
TA10,6.1
TA09,
TA06,7.1
TA05,7.8
DY08,6.5
DY09,6.8
DY13,6.5
DY10,6.8
DY12,6.2
DY11,7.1
DY14,7.3
DY20,7.2
DY17,6.2
DY19,6.6
DY18,6.6
DY21,6.8
DY15,5.8
DY16,6.2
DY27,7.1
DY24,7.3
DY26,6.6
DY22,7.0
DY25,6.6
DY23,6.8
DY06,6.4
DY02,6.6
DY03,6.6
DY01,6.3
DY05,6.1
DY04,6.4
DY07,6.6
ZY99,
A00c,6.6
A00b,
A00a,6.3
A00d,
A04c,
A04b,
A04a,
A04d,
A03f,
A03g,6.2
A03d,6.0
A02d,7.0
A03a,
A03c,5.8
A03b,
A03e,
A02b,6.2
A01g,
A01h,
A01f,6.1
A02a,5.8
A02c,5.8
A01d,5.9
A01a,
A01c,
A00e,6.4
A01b,
A01e,6.1
A06e,
A06g,6.4
A06c,5.8
A06f,
A06i,
A06d,
A06h,
A06l,
A06j,
A07a,
A07c,5.4
A06k,
A07b,
A05d,6.4
A05g,
A05b,6.7
A05f,
A06a,5.9
A05c,6.4
A04g,7.2
A04i,
A04e,6.0
A04h,6.7
A05a,
A04f,6.0
A08e,
A09a,
A08d,7.2
A09c,7.5
A08b,7.4
A09b,7.4
A07f,
A07d,
A07h,7.6
A07g,6.6
A08a,6.9
A07e,6.6
A09i,7.0
A09h,
A09e,6.8
A09d,
A09f,
B10h,
B10d,
B10e,
B10g,
B10c,
B10f,
B10a,
B10b,
E18b,5.9
E18a,6.6
E17a,6.5
E19a,6.3
E15b,
E15d,7.7
E16a,6.6
E15c,
E16c,6.9
E16b,6.6
E14d,5.8
E14b,6.7
E14f,7.2
E14e,5.6
E15a,6.4
E14c,5.0
E13f,7.2
E13h,
E13d,6.7
E13g,
E14a,6.5
E13e,7.2
E12b,6.0
E13a,6.3
E13c,
E12a,7.5
E13b,7.0
E38d,5.9
E37g,
E39a,6.9
E38c,6.4
E37d,5.7
E37c,6.2
E36b,
E37f,
E37e,6.1
E37a,
E22b,
E22a,5.7
E21b,5.5
E36a,
E21a,5.9
E20b,5.9
E20a,6.0
E19c,7.0
E19b,6.2
E20c,5.9
E41a,6.7
E41b,5.6
E41d,
E41c,6.7
E42a,6.8
E40b,5.7
E39b,
E39c,6.2
E39d,6.7
E40a,6.4
E40c,6.0
E43b,6.9
E42c,6.5
E42d,6.2
E43a,7.1
E42b,6.4
E75b,6.5
E75c,6.7
E75d,6.8
E75a,5.7
F78b,7.2
F78d,6.7
F78c,6.4
F78a,6.7
F78e,
F77b,7.1
F77d,6.8
F77c,6.9
F77f,6.8
F77a,6.9
F77e,
F11h,
F11e,
F11j,
F76b,6.1
F11f,
F76a,6.1
F11c,
F11a,
F11d,
F88f,6.6
F88g,6.8
F88h,7.1
F88j,
F88i,6.9
F89a,7.9
F88d,
F88a,
F88c,
F88b,6.9
F88e,8.1
F87f,
F87d,7.2
F87c,7.3
F87a,6.6
F87e,
F87b,
F86d,6.7
F86c,
F86a,7.5
F86f,
F86e,
F86b,6.5
F85a,7.1
F84b,6.6
F85c,7.2
F84a,7.1
F85b,8.2
F84c,6.3
F83a,7.0
F82c,7.4
F82b,6.3
F83b,
F82d,6.1
F81c,5.9
F81e,7.6
F81d,
F81b,7.7
F82a,6.2
F81a,6.6
F79a,
F80b,
F80a,
F79b,5.9
F80c,
K44a,5.9
K44c,4.8
K26c,6.7
K44b,5.4
K44e,4.6
K44d,5.8
K26a,7.0
K25c,6.1
K25a,5.3
K25d,6.1
K26b,7.2
K25b,5.5
K24e,5.3
K24b,5.2
K24d,5.1
K24c,5.4
K24a,5.0
K23d,
K23a,
K23c,
K23b,
K23e,
F89c,7.4
F89b,6.7
F89d,
K59b,
K54e,
K90a,7.9
K59a,8.3
K54b,6.2
K54a,6.1
K53b,7.3
K53a,6.7
K54d,6.7
K54c,6.2
K49e,6.8
K49d,7.3
K49b,7.0
K49a,
K49f,6.7
K49c,
K52g,7.8
K52d,5.4
K52b,4.7
K52a,5.1
K52h,
K52c,5.7
K48e,
K48d,7.1
K48b,7.2
K48a,
K48f,6.7
K48c,7.5
K47g,7.1
K47i,
K47h,
K47f,6.7
K47j,5.9
K47e,
K46c,6.6
K47b,
K47a,6.0
K47d,6.2
K46d,
K47c,5.2
K45a,5.8
K44f,
K45b,5.4
K46b,6.1
K46a,6.8
M32b,7.3
M31c,6.9
M32a,6.7
M31a,6.1
M32c,
M31b,5.9
M30b,6.4
M29c,
M30a,6.2
M29a,6.1
M29b,5.4
M28d,6.3
M27c,
M28a,5.3
M28c,6.9
M28b,
M27a,5.7
M27b,6.6
K90c,6.7
K90d,5.9
K90e,
K90j,
K90i,
K91a,
K91c,7.1
K91d,
K91b,7.7
M56f,6.6
M56e,
M56c,7.1
M56b,7.4
M56h,
M56g,
M56d,
M55i,6.9
M55h,7.7
M55f,7.2
M56a,6.8
M55e,
M55g,8.3
M55b,8.1
M51b,
M55d,6.5
M51a,
M55c,7.7
M51c,
M50d,
M50f,
M50e,
M50c,
M50g,
M50b,
M34d,
M34a,
M34f,
M34e,
M34c,
M34g,
M35c,6.9
M35a,
M35f,
M35e,
M50a,
M35b,
M33a,
M33c,7.0
M32d,
M33b,5.9
M33e,7.0
M33d,5.7
M33h,7.9
M33j,
M33f,6.2
M33i,
M33g,5.2
M33k,
N60c,6.8
N60b,6.5
N60a,6.3
M57c,
M57b,
M56i,
M58b,5.8
M57a,7.3
M58i,
M58h,6.3
M58f,
M58e,
M58j,
M58g,
N71e,
N71c,
N70f,
N71g,
N70e,
N71f,
N70b,7.3
N70a,7.8
N69m,7.5
N70d,7.0
N69l,7.4
N70c,7.7
N68e,7.1
N69c,7.2
N68f,7.6
N69a,
N69k,
N69j,
N67a,6.7
N68b,
N68a,
N68d,6.8
N67b,5.8
N68c,7.9
N65a,7.4
N65c,7.5
N64e,
N65b,6.5
N65d,
N66d,6.7
N66f,
N66b,
N66e,
N66c,6.8
N66g,
N64c,6.4
N64b,
N64a,
N64d,
N63a,6.1
N62a,7.1
N61c,7.8
N61d,
N62b,6.7
N61a,7.9
N61b,6.6
T92a,
T92b,
N73f,
N73e,
N73c,
N73b,7.3
N73h,
N73g,
N73d,4.6
N72c,
N72b,
N73a,
N71h,
N72a,
N74b,
N74a,
N73j,
N73i,
N74c,
T94i,
T94f,
T94h,
T94d,7.4
T94g,
T94j,6.4
T94e,
T94b,6.3
T93k,
T94a,
T94c,
T93i,
T93j,
T93b,7.3
T93c,
T93g,6.3
T93d,
T93f,
T93e,
T93h,
T92d,
T92e,
T92c,
T92g,
T92f,
T93a,6.4
T96a,
T96c,8.1
T95c,
T96b,7.7
T96e,
T96d,
T94m,
T94k,
T94n,
T95b,
T94l,
T95a,6.6
T96f,7.1
T97b,8.4
T97a,7.8
T97d,8.0
T96g,7.9
T97c,6.0
T98b,
T98a,6.1
Z99z,
