gebiedcode15,waarde
STAD,8.7
A,1.7
B,0.8
E,12.0
F,17.4
K,3.5
M,11.3
N,8.1
T,1.9
Z,
DX02,1.9
DX01,1.5
DX09,20.6
DX07,19.3
DX08,5.2
DX06,22.0
DX03,9.0
DX04,23.0
DX05,8.3
DX14,13.8
DX13,13.7
DX10,2.2
DX15,4.6
DX11,1.4
DX12,5.3
DX16,5.0
DX17,5.7
DX20,2.8
DX21,1.9
DX18,10.2
DX19,9.3
DX22,1.4
ZX99,0.8
A01,1.0
A00,1.4
A02,2.0
A03,0.4
A04,0.8
A05,2.1
A06,1.2
A07,0.4
A08,0.8
A09,5.1
B10,0.8
F76,25.0
F77,23.4
F78,21.3
F79,4.9
F81,16.0
F80,1.6
F82,30.7
F83,9.6
F84,7.3
F85,12.5
F86,32.4
E42,13.4
E75,16.6
E43,6.6
F11,0.0
E15,8.5
E17,3.5
E16,7.4
E18,8.1
E19,10.3
E20,1.7
E21,2.3
E22,2.0
E36,0.0
E37,21.1
E38,14.5
E39,34.4
E41,14.6
E40,5.9
E13,10.6
E14,9.5
E12,1.0
N69,5.6
N70,9.5
N71,0.6
N72,4.0
N73,0.2
N74,5.2
T94,1.9
T95,0.8
T93,2.8
T92,1.8
M55,7.7
M56,2.2
M58,2.0
M57,5.3
N64,0.8
N66,3.7
N65,3.5
N67,0.9
N68,13.9
N63,2.1
N62,1.5
N60,11.0
N61,16.9
M29,13.8
M28,11.5
M31,21.6
M30,19.0
M32,19.9
M33,3.8
M34,0.0
M35,6.8
M50,
M51,
K54,4.5
K53,5.4
K59,0.2
K90,1.5
K91,1.3
M27,7.6
K25,6.4
K26,12.5
K44,2.6
K46,1.1
K45,4.0
K47,0.3
K48,5.6
K49,0.2
K52,1.4
F87,13.3
F88,3.1
F89,19.2
K23,0.0
K24,4.2
T96,1.6
T97,1.4
T98,0.0
Z99,
TS06,1.4
TS10,2.4
TS04,0.9
TS08,3.1
TS07,0.1
TS05,2.8
TS09,1.5
TS13,1.4
TS15,1.8
TS11,0.6
TS12,1.3
TS16,0.0
TS14,0.8
ZS99,0.8
TS17,
TS18,3.3
TS02,2.2
TS03,2.0
TS01,2.4
AS17,4.4
AS18,2.7
AS15,0.7
AS16,
AS14,0.0
AS13,1.0
AS12,0.2
AS20,1.0
AS19,0.4
AS02,0.6
AS04,2.0
AS01,1.9
AS03,2.3
AS11,0.4
AS05,1.3
AS06,0.9
AS09,1.7
AS10,0.5
AS07,1.3
AS08,1.0
ES12,3.0
ES11,1.7
ES09,8.1
ES14,0.0
ES08,4.1
ES10,12.3
ES13,1.1
ES15,21.6
ES18,14.4
ES19,21.0
ES20,
ES16,17.1
ES17,24.4
ES21,36.3
ES61,12.7
ES22,5.9
ES27,0.0
ES24,14.6
ES26,6.6
ES23,16.6
ES25,13.4
ES99,0.0
ES05,7.6
ES02,9.9
ES01,1.0
ES06,0.0
ES07,7.4
ES04,9.5
ES03,10.8
FS76,25.0
FS11,0.0
FS81,16.0
FS80,1.6
FS78,21.3
FS79,4.9
FS83,9.6
FS77,23.4
FS82,30.7
FS85,12.5
FS86,32.4
FS88,3.1
FS87,13.3
FS84,7.3
FS89,19.2
KS45,4.0
KS26,12.5
KS25,6.4
KS23,0.0
KS44,2.6
KS24,4.2
KS46,1.1
KS54,4.5
KS52,1.4
KS49,0.2
KS48,5.6
KS53,5.4
KS59,0.2
KS47,0.3
KS91,1.3
KS90,1.5
MS20,1.1
MS24,18.8
MS21,5.0
MS19,6.5
MS22,7.7
MS18,1.5
MS23,19.8
MS29,4.3
MS28,7.7
MS26,21.6
MS31,
MS25,24.9
MS27,0.0
MS30,15.7
MS01,7.6
MS03,14.1
MS02,11.5
MS10,6.0
MS07,8.8
MS04,9.9
MS08,1.2
MS09,5.3
MS06,14.2
MS05,19.0
MS17,0.4
MS11,2.0
MS12,3.4
MS16,0.0
MS14,5.3
MS15,8.6
MS13,1.1
NS63,2.1
NS60,11.0
NS61,16.9
NS64,0.8
NS66,3.7
NS62,1.5
NS65,3.5
NS67,0.9
NS69,5.6
NS73,0.2
NS70,9.5
NS71,0.6
NS68,13.9
NS72,4.0
NS74,5.2
TA04,3.1
TA01,1.9
TA05,1.9
TA02,3.3
TA03,1.9
TA10,0.0
TA08,1.5
TA06,1.3
TA09,1.8
ZA99,0.8
NA66,3.7
NA67,0.9
NA64,0.8
NA65,3.5
NA62,1.5
NA61,16.9
NA63,2.1
NA72,4.0
NA70,9.5
NA73,0.2
NA68,13.9
NA74,5.2
NA69,5.6
NA71,0.6
NA60,11.0
MA03,3.8
MA04,20.8
MA05,5.0
