,postcode,house_price,area,size,purchase_price,lat,lon
184,1016 RL Netherlands,770000.0,143.0,214.0,573881.8111111111,52.371823,4.8819719
185,1016 RP Netherlands,825000.0,132.0,54.0,819027.7777777778,52.3712745,4.879819599999999
186,1016 RZ Netherlands,325000.0,55.0,79.0,212629.0,52.3724847,4.8832859
187,1016 SG Netherlands,1375000.0,204.0,169.13953488372093,306221.34437086096,52.3706609,4.8813537
188,1016 SX Netherlands,795000.0,146.0,74.51020408163265,606497.4390243902,52.3720465,4.87542
189,1016 TA Netherlands,695000.0,124.0,84.14285714285714,282939.0945273632,52.371488,4.8751329
190,1016 TB Netherlands,425000.0,73.0,830.0,570718.5714285715,52.3734343,4.8762705
191,1016 TZ Netherlands,365000.0,43.0,68.0,1241235.294117647,52.3724847,4.8832859
192,1016 VR Netherlands,612500.0,84.5,397.0,805355.3051643192,52.3681967,4.8809853
193,1016 VX Netherlands,849000.0,128.0,,1222985.0350877193,52.3700344,4.8777779
194,1016 XA Netherlands,625000.0,118.0,282.74226804123714,2394830.0872374796,52.3680719,4.879122
195,1016 XM Netherlands,550000.0,87.0,117.55555555555556,281602.7272727273,52.36631089999999,4.8813739
196,1017 AD Netherlands,574500.0,87.5,77.94117647058823,744427.8802083334,52.3669461,4.897767099999999
197,1017 AG Netherlands,790000.0,111.0,184.9,7582661.68115942,52.3665505,4.899915099999999
198,1017 AK Netherlands,1800000.0,228.0,140.4,863277.8823529412,52.3645152,4.901111999999999
199,1017 AL Netherlands,1200000.0,152.0,209.14285714285714,828404.4545454546,52.3668615,4.8990601
200,1017 BA Netherlands,415000.0,68.0,108.6078431372549,497790.4680851064,52.36803560000001,4.887506399999999
201,1017 BS Netherlands,682500.0,75.5,351.4,2621214.338983051,52.3660955,4.8899215
202,1017 CH Netherlands,1900000.0,235.0,308.48,754006.2857142857,52.36501639999999,4.8984197
203,1017 DM Netherlands,549000.0,82.0,505.0,543865.2638888889,52.3653773,4.8879915
204,1017 DN Netherlands,825000.0,85.0,,476423.9682539682,52.3639263,4.8807111
205,1017 DS Netherlands,649000.0,80.0,714.3333333333334,2343899.65,52.36396999999999,4.8931752
206,1017 DT Netherlands,542500.0,62.0,59.18181818181818,620449.2948717949,52.36629509999999,4.8968493
207,1017 EM Netherlands,11000000.0,1.954,436.22222222222223,1186459.1794871795,52.36466799999999,4.888161
208,1017 EV Netherlands,1090000.0,135.66666666666666,356.5076923076923,900703.8214285715,52.36332849999999,4.8945184
209,1017 EW Netherlands,3980000.0,373.0,122.42857142857143,1213690.6225165562,52.3632018,4.8964724
210,1017 GG Netherlands,775000.0,112.0,84.625,825154.6060606061,52.36352840000001,4.8885995
211,1017 GH Netherlands,330000.0,44.0,163.5,1011811.1549295775,52.3640481,4.892513699999999
212,1017 GM Netherlands,1247250.0,151.25,86.55555555555556,5913610.909090909,52.3654558,4.8853038
213,1017 GW Netherlands,550000.0,81.0,160.65346534653466,3098770.3076923075,52.3628547,4.892982099999999
214,1017 HA Netherlands,550000.0,91.0,79.18181818181819,963603.7777777778,52.36279099999999,4.8927773
215,1017 JH Netherlands,2340000.0,238.0,179.61290322580646,688303.3170731707,52.36253420000001,4.9002234
216,1017 JJ Netherlands,5735000.0,690.0,211.33333333333334,571292.8695652174,52.3626812,4.900985299999999
217,1017 JM Netherlands,290000.0,46.0,138.0,705701.2692307692,52.362148,4.9002864
218,1017 JP Netherlands,3650000.0,363.0,88.26666666666667,934481.3333333334,52.3585115,4.8989464
219,1017 JW Netherlands,1500000.0,216.0,152.6153846153846,1464026.0,52.3648172,4.8851935
220,1017 JX Netherlands,1890000.0,297.0,207.35,568496.5128205129,52.364076,4.8863177
221,1017 KG Netherlands,2224500.0,201.5,159.25,1202647.0588235294,52.36436699999999,4.8849931
222,1017 KJ Netherlands,810000.0,136.0,225.22222222222223,607545.7810650888,52.3633399,4.8865169
223,1017 KP Netherlands,1216666.6666666667,183.33333333333334,68.83333333333333,475741.15789473685,52.3618938,4.8953124
224,1017 LC Netherlands,935000.0,114.0,116.55555555555556,695925.1436464088,52.3614451,4.895478799999999
225,1017 NA Netherlands,1044000.0,174.0,219.625,1202531.75,52.3662244,4.899302
226,1017 PH Netherlands,300000.0,49.0,70.0,918932.9189189189,52.36492819999999,4.881698
227,1017 PW Netherlands,425000.0,52.0,189.71428571428572,793129.3492063492,52.364627,4.8827291
228,1017 PZ Netherlands,400000.0,70.0,89.66666666666667,1389319.0344827587,52.3630997,4.8849928
229,1017 RM Netherlands,2275000.0,221.0,50.857142857142854,620848.052631579,52.3616438,4.8871234
230,1017 RV Netherlands,465000.0,63.0,662.0,458346.71186440677,52.36235989999999,4.884325800000001
231,1017 SP Netherlands,675000.0,76.0,72.66666666666667,562496.7948717949,52.3610116,4.8885397
232,1017 SX Netherlands,520000.0,70.0,105.0,4056710.9166666665,52.3613136,4.8898136
233,1017 TA Netherlands,422500.0,61.5,109.0,365854.0909090909,52.3662244,4.899302
234,1017 TC Netherlands,150000.0,110.0,190.0,445590.5714285714,52.3611865,4.8938228
235,1017 TJ Netherlands,285000.0,41.0,,183059.03157894738,52.3602435,4.8939948
236,1017 VT Netherlands,650000.0,79.0,88.5,780593.5027624309,52.3614425,4.8991931
237,1017 VV Netherlands,1195000.0,198.0,231.82608695652175,739329.6605504587,52.3657183,4.8964592
238,1017 WD Netherlands,550000.0,75.0,50.714285714285715,320469.3333333333,52.36173410000001,4.9001588
239,1017 XA Netherlands,479000.0,80.0,49.285714285714285,582867.4968553459,52.3600685,4.8929838
240,1017 XB Netherlands,700000.0,112.0,346.27272727272725,437229.6285714286,52.3599849,4.8944673
241,1017 XR Netherlands,1225000.0,160.0,156.86111111111111,796051.1642857143,52.3594333,4.893680799999999
242,1017 XS Netherlands,1000000.0,153.0,187.14285714285714,41937486.41860465,52.3593494,4.895105699999999
243,1017 XW Netherlands,1100000.0,145.0,113.6,457370.8125,52.3589565,4.893568699999999
244,1017 ZL Netherlands,672500.0,100.5,,274784.59102902375,52.3592076,4.8977644
245,1017 ZR Netherlands,2535000.0,413.6666666666667,165.66666666666666,570189.92,52.3584171,4.8935306
246,1017 ZV Netherlands,846500.0,155.5,,336529.5360824742,52.3581574,4.8980989
247,1018 AD Netherlands,435000.0,74.0,460.0,1063339.7932379714,52.36749589999999,4.9181406
248,1018 AK Netherlands,661333.3333333334,128.66666666666666,,921082.0715502555,52.3687523,4.9314743
249,1018 AM Netherlands,640000.0,121.0,,380668.53571428574,52.367518,4.9306941
250,1018 AR Netherlands,400000.0,73.0,,221302.37209302327,52.3699617,4.9212128
251,1018 BH Netherlands,700000.0,107.0,170.06451612903226,3836471.6564885494,52.368306,4.9184404
252,1018 CL Netherlands,65000.0,589.0,182.66666666666666,445576.96,52.3637615,4.921556799999999
253,1018 EX Netherlands,1050000.0,176.0,309.6923076923077,4807987.3,52.3612169,4.9077838
254,1018 EZ Netherlands,499000.0,67.0,,347589.28571428574,52.3614825,4.909014099999999
255,1018 GD Netherlands,495000.0,96.0,182.0,343444.0625,52.3621802,4.9126474
256,1018 GG Netherlands,895000.0,170.0,,442788.8888888889,52.3625385,4.9145816
257,1018 HA Netherlands,985000.0,142.0,139.44444444444446,808034.4827586206,52.3601413,4.9062834
258,1018 JP Netherlands,437500.0,104.0,,293571.4285714286,52.3746261,4.921178500000001
259,1018 LP Netherlands,407500.0,79.0,,233146.20952380952,52.3714212,4.9221225
260,1018 LR Netherlands,325000.0,59.0,,221338.98305084746,52.3707186,4.9217188
261,1018 NK Netherlands,399000.0,85.0,,271186.3703703704,52.3704337,4.9293132
262,1018 NL Netherlands,152500.0,28.5,,186471.3829787234,52.3683871,4.9180909
263,1018 PS Netherlands,375000.0,56.0,58.0,179394.95454545456,52.3697588,4.9290999
264,1018 RL Netherlands,210000.0,38.0,,165567.60784313726,52.3692763,4.9298391
265,1018 SK Netherlands,400000.0,77.0,210.0,420244.3541666667,52.369961,4.9302578
266,1018 SP Netherlands,950000.0,130.0,101.85714285714286,516484.0,52.3666594,4.9090023
267,1018 TE Netherlands,695000.0,105.0,,305452.54545454547,52.3638943,4.9164903
268,1018 TT Netherlands,999500.0,154.0,1.0,489849.45454545453,52.3640072,4.9177811
269,1018 TZ Netherlands,325000.0,50.0,,248728.3875,52.3661665,4.9071283
270,1018 VD Netherlands,700000.0,110.0,54.0,355491.77777777775,52.3658644,4.9079831
271,1018 VG Netherlands,649000.0,105.0,,287238.55555555556,52.3654611,4.9082811
272,1018 VR Netherlands,649000.0,93.0,456.2173913043478,618826.6666666666,52.3638209,4.907183
273,1018 VT Netherlands,449000.0,61.0,,280405.8360655738,52.3636188,4.9083157
274,1018 WA Netherlands,425000.0,74.0,,2666321.119047619,52.3723292,4.9221717
275,1018 WC Netherlands,587000.0,88.0,87.0,1237749.1276595744,52.3638267,4.910838699999999
276,1018 WL Netherlands,475000.0,75.0,91.0,642512.8205128205,52.3628007,4.9082511
277,1018 WV Netherlands,1600000.0,149.0,76.0,566756.3636363636,52.362782,4.9103214
278,1018 WW Netherlands,579000.0,101.0,,234512.59278350516,52.36760160000001,4.9221626
279,1018 XE Netherlands,350000.0,71.0,165.0,299671.39285714284,52.362291,4.9111341
280,1018 ZN Netherlands,370000.0,70.0,,149859.625,52.3642129,4.9063273
281,1018 ZW Netherlands,438333.3333333333,90.66666666666667,,149583.7922705314,52.3731126,4.924836099999999
282,1019 AX Netherlands,816666.6666666666,139.66666666666666,,282250.0770975057,52.3731837,4.9458196
283,1019 AZ Netherlands,489000.0,105.0,617.0,1877929.7941767068,52.3693913,4.9340373
284,1019 BB Netherlands,697500.0,124.5,,399366.55684454757,52.3741441,4.9359418
285,1019 BK Netherlands,550000.0,99.0,,325652.74418604653,52.3776399,4.931147999999999
286,1019 BL Netherlands,45000.0,22.0,,1175000.0,52.3759357,4.9273913
287,1019 CV Netherlands,325000.0,65.0,,201648.64864864864,52.368454,4.940463299999999
288,1019 DJ Netherlands,350000.0,79.0,,200756.46296296295,52.3690004,4.9352453
289,1019 DP Netherlands,412000.0,94.5,,285408.0752688172,52.3706927,4.9359182
290,1019 DV Netherlands,349000.0,81.0,,9375769.234567901,52.3744516,4.9317682
291,1019 EC Netherlands,285000.0,54.0,,207448.27586206896,52.3684665,4.9413883
292,1019 GR Netherlands,250000.0,61.0,,199400.0,52.368631,4.9444994
293,1019 HD Netherlands,725000.0,112.0,,386831.9763779527,52.3765418,4.9237871
294,1019 HJ Netherlands,400000.0,85.0,,187152.70857142858,52.3692647,4.943333099999999
295,1019 HM Netherlands,725000.0,135.0,,53859164.98611111,52.3758776,4.9263199
296,1019 HS Netherlands,400000.0,77.0,,219936.78415300546,52.3692674,4.9440526
297,1019 HZ Netherlands,432500.0,100.0,,298130.54390934843,52.3711855,4.937880799999999
298,1019 KE Netherlands,475000.0,100.0,,307015.2167832168,52.370298,4.9384919
299,1019 KR Netherlands,500000.0,94.0,,246424.28708133972,52.3716121,4.9413566
300,1019 KX Netherlands,400000.0,77.0,,269976.6785714286,52.3707177,4.940146899999999
301,1019 LD Netherlands,500000.0,106.0,,254497.2191780822,52.3773232,4.942400699999999
302,1019 LH Netherlands,500000.0,105.0,,237766.00975609757,52.3773548,4.943633999999999
303,1019 LL Netherlands,600000.0,120.0,,333691.9929078014,52.3768026,4.9378239
304,1019 PG Netherlands,27500.0,12.0,,335056.2705882353,52.3774484,4.9351299
305,1019 PM Netherlands,350000.0,62.0,104.5,377874.30476190476,52.3780412,4.9326859
306,1019 RM Netherlands,460000.0,94.0,,319854.76923076925,52.3795462,4.924445899999999
307,1019 TB Netherlands,650000.0,132.0,,267183.0896551724,52.37438390000001,4.947129299999999
308,1019 TK Netherlands,525000.0,122.0,,306360.39688715956,52.3734304,4.9444956
309,1019 VE Netherlands,975000.0,154.0,,33397888.0,52.3692187,4.9524754
310,1019 XE Netherlands,820000.0,141.0,,305932.5105485232,52.3709388,4.9439771
311,1021 NE Netherlands,399000.0,96.0,,183451.375,52.3816994,4.9143773
312,1021 NW Netherlands,310000.0,75.0,,175500.0,52.3830059,4.9174625
313,1022 AD Netherlands,300000.0,43.0,,160247.0588235294,52.3883459,4.9269542
314,1022 BA Netherlands,399000.0,80.0,,381355.0,52.38913969999999,4.9230678
315,1022 KD Netherlands,550000.0,171.0,1058.4736842105262,5545390.071428572,52.3963521,4.923365599999999
316,1023 BL Netherlands,950000.0,190.0,162.45945945945945,356923.35135135136,52.3899444,4.943082
317,1023 CW Netherlands,300000.0,62.0,59.0,147250.0,52.3893418,4.947774100000001
318,1023 NH Netherlands,995000.0,148.0,217.16666666666666,660339.4285714285,52.3835493,4.9638414
319,1023 NV Netherlands,600000.0,120.0,215.2,291312.25,52.3845398,4.9643608
320,1023 NX Netherlands,927500.0,173.0,3441.0,443584.5714285714,52.3837153,4.9650149
321,1023 TX Netherlands,309000.0,65.0,40.8,193500.0,52.39002929999999,4.9489719
322,1023 VH Netherlands,250000.0,54.0,49.8,154932.4,52.3909013,4.9490367
323,1023 XB Netherlands,300000.0,75.0,96.42857142857143,190028.57142857142,52.3935042,4.940872
324,1023 XN Netherlands,200000.0,61.0,,162333.33333333334,52.3935521,4.9392849
325,1024 AE Netherlands,250000.0,100.0,,784286.0,52.39745689999999,4.9500151
326,1024 AH Netherlands,286000.0,102.0,,155814.10344827586,52.397599,4.9495435
327,1024 AT Netherlands,235000.0,84.0,,116226.91666666667,52.3991576,4.9505567
328,1024 AW Netherlands,125000.0,28.0,,165306.44444444444,52.399899,4.9517542
329,1024 BH Netherlands,210000.0,64.0,,141909.2,52.3927001,4.9493715
330,1024 BS Netherlands,25000.0,19.0,17.454545454545453,189724.0,52.3943003,4.9495027
331,1024 HL Netherlands,180000.0,40.0,,134666.66666666666,52.39587110000001,4.958772499999999
332,1024 HM Netherlands,175000.0,54.0,79.6,2708344.117647059,52.39601709999999,4.9593735
333,1024 LH Netherlands,275000.0,85.0,,148759.6,52.3918475,4.957063199999999
334,1024 LW Netherlands,450000.0,112.0,,8227596.140350877,52.3922777,4.9542678
335,1024 MA Netherlands,350000.0,100.0,137.6875,222013.0625,52.39129,4.9594779
336,1024 NB Netherlands,287500.0,90.5,467.0,24611652.681818184,52.3921596,4.953931
337,1024 NM Netherlands,499000.0,149.0,120.45454545454545,296853.0909090909,52.3905002,4.9548287
338,1024 PL Netherlands,265000.0,103.0,,177627.58620689655,52.3964444,4.9459994
339,1024 SB Netherlands,225000.0,64.0,,133723.07692307694,52.3945095,4.9477229
340,1024 SJ Netherlands,225000.0,77.0,,149593.75,52.3951485,4.9479663
341,1024 TJ Netherlands,240000.0,72.0,,155230.76923076922,52.3941133,4.9523987
342,1024 VW Netherlands,200000.0,66.0,,152187.5,52.3941826,4.9541463
343,1024 XR Netherlands,275000.0,81.0,137.0909090909091,876848.45,52.39587479999999,4.957318
344,1025 EE Netherlands,250000.0,88.0,,146429.17647058822,52.4044511,4.9384988
345,1025 GW Netherlands,199000.0,56.0,,157120.74074074073,52.3972668,4.9376459
346,1025 HV Netherlands,228000.0,95.0,,153726.57142857142,52.3962383,4.9389933
347,1025 JG Netherlands,250000.0,110.0,,139455.3,52.3979345,4.9359641
348,1025 JJ Netherlands,275000.0,92.0,,170576.7,52.39617570000001,4.931985699999999
349,1025 LW Netherlands,1200000.0,170.0,166.0,414951.8857142857,52.3913674,4.936721400000001
350,1025 NM Netherlands,349000.0,84.0,96.25,176625.0,52.393147,4.9297103
351,1025 PD Netherlands,195000.0,56.0,139.5,158212.45,52.392146,4.9311604
352,1025 RA Netherlands,245000.0,57.0,113.125,187425.0,52.39348709999999,4.927018299999999
353,1025 RK Netherlands,350000.0,88.0,100.0,187593.75,52.393484,4.926225
354,1025 SH Netherlands,259000.0,78.0,,153196.73333333334,52.3977467,4.929177999999999
355,1025 WJ Netherlands,795000.0,163.0,316.6666666666667,538081.0,52.3976262,4.9236401
356,1025 WV Netherlands,200000.0,49.0,,153037.2093023256,52.397439,4.9427865
357,1025 XZ Netherlands,250000.0,87.0,,561346.125,52.4031373,4.9452275
358,1025 ZC Netherlands,450000.0,140.0,88.91666666666667,218082.41666666666,52.4032631,4.9428163
359,1025 ZL Netherlands,200000.0,78.0,,168505.7142857143,52.4043495,4.9401456
360,1025 ZW Netherlands,129500.0,33.0,,170188.2068965517,52.4046793,4.9417881
361,1025 ZX Netherlands,225000.0,80.0,,90980.7,52.4047121,4.9409649
362,1026 BZ Netherlands,1195000.0,158.0,277.3333333333333,795833.3333333334,52.3754633,4.9853151
363,1026 CG Netherlands,700000.0,103.0,6949.533333333334,335663.73333333334,52.3763703,5.0068359
364,1026 CH Netherlands,630000.0,98.5,299.72222222222223,480555.55555555556,52.3776824,4.990376299999999
365,1027 AM Netherlands,775000.0,135.0,171.66666666666666,461333.3333333333,52.4076069,4.965713099999999
366,1028 AZ Netherlands,1500000.0,374.0,111150.0,1335125.0,52.4071101,4.993742699999999
367,1028 BD Netherlands,395000.0,100.0,585.0,453000.0,52.4135932,5.0228164
368,1028 BM Netherlands,775000.0,124.0,278.4,478200.0,52.3945562,4.9942655
369,1031 KB Netherlands,712500.0,123.0,1966.0,1849328.9538461538,52.38681570000001,4.9016166
370,1031 KC Netherlands,845000.0,111.0,,20134330.11795544,52.3862884,4.9001388
371,1031 KG Netherlands,911000.0,113.0,,8963242.627737226,52.3903988,4.9020632
372,1031 XK Netherlands,225000.0,51.0,100.0,194603.0303030303,52.3914784,4.909998
373,1032 AG Netherlands,265000.0,61.0,,222099.0,52.3955366,4.9179321
374,1032 AR Netherlands,269000.0,68.0,,167922.58333333334,52.3963695,4.917174
375,1032 AS Netherlands,275000.0,61.0,,175264.11764705883,52.3971144,4.9169016
376,1032 BG Netherlands,250000.0,60.0,,154857.14285714287,52.3973527,4.9158118
377,1032 HA Netherlands,375000.0,85.0,,173572.6896551724,52.3971513,4.914888299999999
378,1032 HB Netherlands,350000.0,100.0,,243354.0,52.3979382,4.9161434
379,1032 KE Netherlands,1230833.3333333333,248.0,554.7777777777778,656971.3333333334,52.39533160000001,4.9093689
380,1032 KK Netherlands,699005.5,145.5,3357.5454545454545,2189014.9655172415,52.3982458,4.907691799999999
381,1032 LH Netherlands,320000.0,74.0,128.0,557666.6666666666,52.3971648,4.907835299999999
382,1033 AB Netherlands,495000.0,113.0,237.8235294117647,236962.35294117648,52.4156614,4.8918051
383,1033 AG Netherlands,115000.0,35.0,18.470588235294116,13692.411764705883,52.4185931,4.879468699999999
384,1033 BC Netherlands,750000.0,199.0,197.0,232500.0,52.4151003,4.8908854
385,1033 CN Netherlands,225000.0,65.0,88.11111111111111,199046.55555555556,52.41484819999999,4.890770600000001
386,1033 DS Netherlands,225000.0,62.0,,155793.33333333334,52.406057,4.8947634
387,1033 HA Netherlands,298000.0,77.0,118.2,153996.0,52.413846,4.8833005
388,1033 KL Netherlands,275000.0,78.0,103.0,176300.0,52.4103977,4.8990361
389,1033 LG Netherlands,175000.0,40.0,,127418.18181818182,52.4094232,4.8980916
390,1033 MA Netherlands,199000.0,61.0,,130382.14285714286,52.4081864,4.892447199999999
391,1033 PW Netherlands,325000.0,91.0,136.4,181840.0,52.407945,4.897079199999999
392,1033 SX Netherlands,425000.0,125.0,60.42857142857143,353657.14285714284,52.4097745,4.8939432
393,1033 VK Netherlands,325000.0,82.0,137.42857142857142,200295.0,52.4140414,4.884871
394,1033 WR Netherlands,300000.0,115.0,125.5,216896.83333333334,52.4010445,4.895406899999999
395,1033 XM Netherlands,347500.0,93.0,,218037.0,52.4161909,4.8767917
396,1033 XW Netherlands,375000.0,111.0,72.5,136202.83333333334,52.41829079999999,4.8781345
397,1033 ZA Netherlands,209011.0,59.0,,154389.87096774194,52.4173063,4.885422
398,1034 BM Netherlands,29500.0,18.0,,21101.0,52.4076495,4.9172724
399,1034 BV Netherlands,225000.0,74.0,,115390.75757575757,52.4058613,4.9106367
400,1034 CB Netherlands,225000.0,74.0,,157042.5625,52.4073728,4.911031899999999
401,1034 CR Netherlands,162000.0,31.0,,207481.17647058822,52.4078001,4.9167735
402,1034 EX Netherlands,194000.0,58.0,,152466.8,52.4060167,4.9180562
403,1034 KE Netherlands,450000.0,131.0,117.5,10214850.0,52.4054723,4.914491
404,1034 KT Netherlands,395000.0,113.0,129.0,249657.875,52.4081832,4.9250434
405,1034 KZ Netherlands,375000.0,113.0,154.25,247736.4375,52.4089357,4.9244036
406,1034 MB Netherlands,235000.0,74.0,,153898.5294117647,52.4089853,4.9233008
407,1034 MJ Netherlands,229000.0,75.0,,141762.5,52.41016,4.9226125
408,1034 MK Netherlands,299000.0,110.0,,174492.23076923078,52.410458,4.9229914
409,1034 MV Netherlands,219000.0,71.0,,139254.16666666666,52.41062420000001,4.924106699999999
410,1034 TV Netherlands,240000.0,62.0,,155447.6923076923,52.4137341,4.9195913
411,1034 WR Netherlands,350000.0,136.0,199.3181818181818,239180.26315789475,52.4019681,4.9192893
412,1034 WX Netherlands,540000.0,159.0,132.0,264042.6153846154,52.4026878,4.9194434
413,1034 XD Netherlands,598011.0,131.0,160.62962962962962,323130.7037037037,52.4017357,4.9083594
414,1034 XE Netherlands,529500.0,105.0,177.45833333333334,381180.8333333333,52.402963,4.905157399999999
415,1034 ZH Netherlands,798000.0,134.0,164.94117647058823,343224.8823529412,52.4008793,4.9166853
416,1034 ZM Netherlands,400000.0,118.0,137.5,334250.0,52.4008625,4.9124684
417,1035 AV Netherlands,10000.0,18.0,1080.0,5237841.945945946,52.4197261,4.8880553
418,1035 CR Netherlands,200000.0,96.0,,163001.53846153847,52.41724319999999,4.8917875
419,1035 CT Netherlands,200000.0,95.0,,158980.0,52.417223,4.8912732
420,1035 HE Netherlands,225000.0,80.0,99.0,186861.25,52.4168952,4.9067666
421,1035 HL Netherlands,250000.0,102.0,103.5,185093.8947368421,52.4233607,4.8867794
422,1035 HM Netherlands,275000.0,95.0,114.6923076923077,208492.53846153847,52.4223745,4.8852323
423,1035 HP Netherlands,325000.0,113.0,85.42857142857143,199828.85714285713,52.422303,4.885336
424,1035 JZ Netherlands,349511.0,92.0,82.25,378486.72222222225,52.4241052,4.8950185
425,1035 NL Netherlands,675000.0,113.0,389.3333333333333,311775.44444444444,52.4190665,4.9067903
426,1035 NN Netherlands,525000.0,108.0,250.1818181818182,300311.86363636365,52.4166278,4.9060377
427,1035 NV Netherlands,210000.0,85.0,266.85714285714283,295748.21428571426,52.4180279,4.8967912
428,1035 PJ Netherlands,898000.0,275.0,459.29411764705884,376308.9411764706,52.4170539,4.8959788
429,1035 PS Netherlands,425000.0,85.0,269.87692307692305,392259.3230769231,52.4148585,4.8997366
430,1035 PW Netherlands,975000.0,238.0,145.55555555555554,957322.925925926,52.41488469999999,4.899559900000001
431,1035 RT Netherlands,375000.0,133.0,172.02777777777777,109940.44444444444,52.4168952,4.9067666
432,1035 TL Netherlands,290000.0,98.0,88.0,167850.0,52.4219473,4.9013491
433,1035 TS Netherlands,587500.0,120.0,379.3333333333333,306882.6666666667,52.41633359999999,4.9000143
434,1035 XJ Netherlands,425000.0,91.0,189.42857142857142,146236.2857142857,52.4194103,4.9029205
435,1036 KM Netherlands,418800.0,120.0,125.33333333333333,361416.6666666667,52.4101425,4.9025368
436,1051 AL Netherlands,365000.0,75.0,,290728.1538461539,52.3826265,4.875768
437,1051 BM Netherlands,265000.0,45.0,85.0,217421.41772151898,52.3830586,4.8738389
438,1051 BR Netherlands,275000.0,39.0,,202650.85714285713,52.3838655,4.8754747
439,1051 BV Netherlands,225000.0,39.0,84.0,505881.3968253968,52.3830743,4.8733247
440,1051 BZ Netherlands,275000.0,40.0,119.0,2341975.0,52.38274510000001,4.872036
441,1051 CN Netherlands,265000.0,36.0,89.07692307692308,947874.5483870967,52.3818697,4.8691527
442,1051 DC Netherlands,360000.0,76.0,,335991.7619047619,52.3789812,4.8704054
443,1051 EB Netherlands,275000.0,48.0,,123566.46153846153,52.3823774,4.8722165
444,1051 EN Netherlands,225000.0,38.0,75.0,798718.3518518518,52.3833391,4.87222
445,1051 ES Netherlands,249000.0,45.0,,284154.0,52.3850788,4.873389599999999
446,1051 EX Netherlands,280000.0,48.0,83.36363636363636,196674.05555555556,52.3848716,4.8732745
447,1051 GA Netherlands,325000.0,65.0,79.33333333333333,348187.63157894736,52.3834189,4.874025700000001
448,1051 GL Netherlands,382000.0,63.0,84.8,215754.87719298244,52.3836154,4.8737444
449,1051 JJ Netherlands,235000.0,40.0,69.16666666666667,210623.76666666666,52.3798217,4.869411500000001
450,1051 JN Netherlands,575000.0,121.0,99.0,192963.6875,52.3797728,4.8686235
451,1051 JW Netherlands,375000.0,68.0,285.3,279554.83636363636,52.3789058,4.869598499999999
452,1051 KA Netherlands,550000.0,82.0,87.14285714285714,275584.2794117647,52.3809154,4.8687673
453,1051 KH Netherlands,650000.0,109.0,288.0,1821133.6666666667,52.3769392,4.8700033
454,1051 KR Netherlands,495000.0,105.0,,199076.92307692306,52.3854418,4.8762644
455,1051 KX Netherlands,300000.0,51.0,98.0,796979.0638297872,52.3853741,4.8730924
456,1051 MC Netherlands,525000.0,96.0,,217420.72307692308,52.3780507,4.8713709
457,1051 MG Netherlands,520000.0,86.0,,262720.7,52.3773341,4.8698666
458,1051 MK Netherlands,399000.0,80.0,,529780.9722222222,52.3745675,4.8661394
459,1051 NV Netherlands,445000.0,91.0,,230626.9756097561,52.3853101,4.868701199999999
460,1051 NW Netherlands,389000.0,74.0,,247237.5918367347,52.38527740000001,4.867408999999999
461,1051 NZ Netherlands,450000.0,101.0,,197134.85714285713,52.3842715,4.867567699999999
462,1051 RL Netherlands,525000.0,80.0,,338746.0344827586,52.3792068,4.872679199999999
463,1052 AA Netherlands,215000.0,31.0,,196626.84905660377,52.3848383,4.8801344
464,1052 BV Netherlands,425000.0,68.0,120.0,349500.0,52.3808869,4.876698699999999
465,1052 CK Netherlands,699000.0,130.0,145.75,427844.5882352941,52.3826625,4.879953599999999
466,1052 EG Netherlands,864500.0,122.5,126.0,334387.3333333333,52.3723906,4.8739477
467,1052 EJ Netherlands,595000.0,90.0,,439861.1111111111,52.3720406,4.8740546
468,1052 GG Netherlands,275000.0,44.0,115.0,317682.52,52.3802641,4.876088999999999
469,1052 GN Netherlands,345000.0,64.0,121.05555555555556,979958.0465116279,52.3793777,4.8747774
470,1052 HJ Netherlands,495000.0,80.0,152.0,330464.28571428574,52.37682359999999,4.8744103
471,1052 HM Netherlands,375000.0,56.0,119.0,311567.6,52.37502079999999,4.8732124
472,1052 JC Netherlands,299500.0,49.0,158.66666666666666,357038.46153846156,52.3750369,4.872771699999999
473,1052 JH Netherlands,475000.0,92.0,,325461.78571428574,52.3733695,4.8717043
474,1052 JL Netherlands,795000.0,141.0,,323219.6111111111,52.3773668,4.8753294
475,1052 JN Netherlands,695000.0,113.5,85.0,158442.61538461538,52.3771709,4.8757428
476,1052 JW Netherlands,575000.0,99.0,124.2,421139.36,52.3747649,4.8743021
477,1052 KA Netherlands,550000.0,92.0,141.0,330652.73913043475,52.37699,4.875480599999999
478,1052 KC Netherlands,406666.6666666667,72.66666666666667,768.0,422176.429567643,52.37552119999999,4.8746164
479,1052 LP Netherlands,295000.0,51.0,94.0,219139.57142857142,52.3734087,4.8745086
480,1052 LW Netherlands,375000.0,73.0,,313368.48148148146,52.3726739,4.8708754
481,1052 LX Netherlands,325000.0,54.0,,234985.7142857143,52.3724899,4.8699084
482,1052 ND Netherlands,400000.0,68.0,135.0,224650.5,52.3715413,4.872915
483,1052 SJ Netherlands,275000.0,53.0,,391527.86842105264,52.3719967,4.872234199999999
484,1052 SP Netherlands,185000.0,31.0,,175373.0,52.3738773,4.8706558
485,1052 SV Netherlands,225000.0,44.0,,158421.875,52.37319189999999,4.8701351
