121325.776925707,491820.974509139
116764.597390949,485947.495089371
119791.787087299,486548.160034015
118796.438186134,486996.978987585
119447.339121645,486611.297027166
128038.19327572,478130.04088863
124693.292599958,484743.670222074
127124.818366976,478183.923881827
115596.093505305,487547.979927505
121332.997927459,490229.714668268
124102.995625938,491254.659055836
120066.335067056,481909.722498285
114149.409652555,485890.215091025
123963.583671433,485706.733124637
118513.20121764,484951.013191739
119259.921138358,487915.285896476
119259.921138358,487915.285896476
127381.398847598,485803.012467326
122499.000820165,484241.493268887
122128.069849224,489412.875751182
122410.309829197,484136.996279196
116890.485377613,486427.101041605
113466.173721403,485553.175123666
125072.672555534,488923.440804697
121425.991913951,492936.969397701
118517.054220344,482964.989390347
120121.526058129,484101.989279142
119201.684149783,484314.341256475
119180.331146035,488096.685878216
116961.942368339,487794.633904968
122038.822853357,492495.880442757
126737.513405863,478083.481891271
120958.180962721,491656.047525058
125963.552465958,489240.495774375
118662.255202615,485028.072184265
116559.452412068,485559.040127896
119384.271126901,487287.230959477
114273.940640439,485673.481112893
120296.876042218,483056.893383924
119017.602167203,484949.583192668
114253.621638059,488504.811829733
126503.191423691,481699.207529329
114924.531678065,487484.406872652
118228.959246305,484796.582206738
121840.851885427,484597.589232254
119227.201143249,486874.383000517
114747.639591868,486444.973036484
125060.907556369,489143.777782646
127804.064833003,485540.705784389
122690.426793095,489345.465758797
121437.964915355,491263.794565028
121267.032931974,491568.114534331
116299.748440014,484289.653254431
118700.767195124,487367.713950366
121981.431858998,492559.137436344
115881.717481224,484670.546215692
115363.100533467,484426.011239335
126350.645606423,478897.895716913
122146.016856013,483887.874303699
120644.460993422,492086.812481497
118333.181231654,487514.75093509
118240.342245779,484402.94524612
124164.18865102,485934.166102207
125278.90754235,484129.735284374
118996.244164577,488010.926886504
120033.241063857,486096.12707959
121605.860908809,484672.69322438
119767.014087277,488155.381873258
127910.635288372,478196.849881748
121833.031873392,492845.18940751
121452.926924515,484407.175250691
121248.831943312,485444.489146647
113967.661672171,484965.207183244
120010.884063379,487841.224905054
118343.953231276,487064.975980082
118702.529193084,488565.889830553
118605.319205057,487118.447975143
125949.811481466,480127.752685617
113527.775716353,484840.746195003
117101.850353135,488573.836827269
129724.244104605,479748.255729418
123686.717701745,484015.19229336
124530.141612226,487351.363961057
117489.255314545,488478.349837416
125875.151487531,481031.536595122
118873.552186234,481975.061489895
127336.450514381,480322.449817353
121687.661699702,491183.044719202
114025.02966552,485551.608124692
124399.95743368,489268.524406817
128359.931241758,479283.452773783
119488.892123649,482650.630423297
123616.780706965,485158.264178946
119897.203072183,489489.907740012
114307.942638888,484486.645231628
116591.386411239,484039.839279867
115501.540514508,487710.045911153
124385.420630302,485029.236193038
127597.601319641,478219.463879005
115298.364539958,484414.95124034
122429.416818618,489716.658721272
115271.415542787,484328.826248913
115829.952485459,485275.519155113
116675.540402792,484060.397277942
124360.579624757,490201.4186758
123252.504743819,484883.311205875
121794.046890989,484030.010288938
119018.581162224,488087.625878869
118679.962199642,485801.382106965
118190.036245909,487552.361931106
118593.514204326,488346.733852295
116574.143406003,488510.660832762
124862.709576068,489220.95677462
115424.582526139,485183.288163705
124711.704591009,489323.505764133
122295.895840873,483985.80729414
119197.423150001,484447.773243124
121078.463950154,492003.149490535
117421.440321561,488327.305852418
126044.848457454,489481.870750364
120680.744990184,491835.848506648
116314.752432264,488303.598853063
113380.338730401,485287.049150144
121691.610888241,492390.195452786
123153.513747578,488836.640810397
118610.718206162,486061.260080867
119720.192091627,488368.882851837
112346.201830455,487441.796933058
115264.800542385,485011.549180628
126587.30142106,477970.334902354
123040.951756129,490578.166636077
120678.714990484,491773.86951284
125180.979543784,489516.196745591
121024.064966621,484909.170199827
121947.803874965,484447.432247433
123914.719669972,489794.855715761
116785.193386419,487534.17793074
123216.13674125,488879.408806217
115163.634553042,484664.578215169
115894.720480921,484030.402279724
122790.184782801,489550.786738422
119573.99911148,485002.945188195
120857.990970854,492868.697403644
125460.508530081,480331.545664478
123731.537697291,483997.235295226
123073.126753399,490264.140667528
116802.363383678,488191.61586502
118963.240169739,486814.289006115
119327.673127499,490541.406633981
128059.488039594,485644.952365101
118610.808207169,485408.027146189
121349.584935464,484011.482290102
124075.210662182,484475.643247919
121892.47387917,485302.030161891
114324.824631372,488226.752857648
117384.50832528,488310.793854008
121106.042956201,486338.960056977
120458.41201848,487936.376896233
120509.50482554,487349.511542794
118909.761174089,487455.6179419
122173.3248399,492501.15644244
116793.426387729,486163.631067802
121377.48193134,484869.723204321
118458.410221723,485848.851101872
120184.712051133,484537.745235668
117078.66635973,485826.625101946
118898.225176309,486769.969010447
124701.572591618,489583.616738105
121434.812926357,484387.574252625
115075.860556749,487919.200889576
125198.241550076,484348.685262357
125287.754,484116.164
114141.713655319,484609.936219041
121666.987890718,492380.681453701
118382.123231211,484653.312221304
127976.602280442,479057.383795799
128069.930272093,478422.49785943
116009.756469342,484078.802275062
119289.560144297,482190.746468973
122275.212834841,489199.770772723
122672.989795076,489192.605774056
123665.309695065,489696.6057252
113471.7677214,485196.490159342
116656.7494046,484106.050273347
122997.945761842,489668.802726947
124260.697643058,484846.49821112
120397.109022597,489231.087766671
115840.006481106,487424.877940196
119703.917095276,487068.9229818
122948.542767149,489432.517750493
125058.482556719,489074.319789587
115541.823514082,485397.022142512
115374.533531167,485168.355165121
116568.146411645,485272.416156574
122230.789833924,492649.125427735
126589.515420833,477973.914901996
116000.256469458,484614.359221492
123709.932693268,487980.466896875
116282.381441164,484666.936216675
122173.732839527,492714.817421076
117268.081343503,484083.021276601
120898.508983844,481905.531499996
127381.710335275,482062.375494371
123869.48867236,491170.304578153
122721.539790041,489308.394762553
123598.748708458,485357.709158974
123471.436722539,484488.332245715
121726.050893132,487027.17198912
121567.808,486186.487
119185.029151498,484282.325259652
128371.220240748,479206.987781448
113650.022703716,485105.290168738
121815.44087535,492717.274420272
125517.563509359,490011.06469663
118776.185189843,485914.776095771
116886.779378158,486315.473052764
125810.054481615,489042.073793978
127270.467346273,482144.413485997
117137.86734961,488524.65883224
119260.493140355,486594.906028514
121669.983903138,484195.606272186
126687.87840917,479152.706784266
127375.78933696,481357.227564878
123036.710764897,485206.147173256
121833.715875405,491506.249541399
122694.821791321,490204.667672888
126569.928421038,479105.681788787
121419.402928738,483846.437306712
123923.759677345,484464.151248835
118774.163186953,487902.467897005
114531.881610976,488028.230877823
114809.767,485154.565
123630.593698646,489626.242732181
125853.944489592,481069.984591245
119828.091084442,486050.777083809
116241.606446113,484106.691272638
119782.478086013,487973.624891457
113499.16971855,485266.813152352
118228.270245997,485038.360182562
121486.211921335,484311.481260312
120132.855050953,487988.622890501
120219.973047605,484538.575235638
127571.102317162,481529.440547957
122001.824870194,484040.942288168
118496.501217409,486173.481069467
123953.867674368,484441.794251113
127622.594311377,481939.649507019
127331.829339743,482398.435460689
115159.778551208,486089.616072659
115192.003550529,484456.403236028
124583.025606986,487320.06596427
122759.733787226,488661.947827255
123914.683676916,485324.756162761
125464.713514342,490205.425677113
118590.778204412,488467.57684021
114941.11824722,485141.128013352
124672.46359495,489312.716765152
115476.884521545,484775.248204591
127747.749304692,478176.699883512
121955.430874708,484121.866280005
118701.984198565,485077.84217935
114027.73166583,485179.126161944
123556.450713259,484989.533195723
122272.110841372,485195.54617313
116020.092467219,484778.160205143
114418.84562164,488438.726836601
127892.898273244,489102.765791139
122719.581788819,490221.274671264
128194.947258408,479185.647783311
116563.744407275,488361.809847635
127469.838326639,481948.87950586
126243.422439217,488437.990855056
114461.746617937,488061.634874375
113318.78773689,485073.025171448
114698.346593531,488541.317826776
114175.861651916,484602.303219857
115672.004502935,484195.90126283
123180.836750273,485341.939159901
119259.095147337,482195.161468485
122764.476784992,489795.11971395
120210.797036591,492212.615468242
123410.265728547,484558.653238586
120811.080976378,492333.008457137
117004.547368841,484734.970210995
122918.510769805,489656.231728074
118466.382218757,487242.621962507
114060.025662637,485156.219164284
113969.95567155,485216.188158149
115443.307524619,484957.076186353
118481.55522393,482941.713392619
124860.336580825,486308.872065818
125931.913481815,481056.771592685
121893.889879555,484963.376195759
125690.038492022,490069.100691095
119036.917165494,484806.487207005
119878.916080819,485111.92817777
119470.432125454,482676.856420645
115705.014494602,487426.615939812
113870.06768083,485671.03711251
115632.282507093,484076.291274726
122244.049838908,488587.706833878
122983.898764641,488771.403816658
125065.600563714,484108.142286204
116401.05042826,485332.816150271
124609.37559896,490792.895617042
120610.703006431,485890.359101066
117541.652309514,488344.226850909
119863.531077118,488481.457840802
121300.365927995,491983.864492807
126181.032456284,481455.983553148
116117.8204587,483972.836285829
121773.507891525,485007.092191198
123633.892698442,489544.923740318
124566.188011773,485801.354050955
125664.884495792,489260.598771903
123694.627692189,489660.715728831
122803.857780722,490008.460692675
115195.535547291,486308.612050817
119975.146072424,484322.367256878
115019.375649081,489430.461376009
120237.699044969,485094.521180069
124224.784646527,484924.827203231
116460.671422587,485147.246168922
123120.711756343,485304.869163516
125037.632567208,483658.305331144
121688.72588959,491707.88752101
118943.046171533,486959.022991608
120258.320031786,492246.706464907
115183.815600897,488550.050954106
127069.241478042,481161.269910423
118484.593220291,485085.77717822
126603.644419056,478208.951878515
121227.297946916,484511.071239953
123828.045684441,486058.549089245
119156.3191546,484133.978274445
116752.175391656,486291.237054979
118188.736249818,485123.517173981
122176.185850905,485233.725169164
127210.112716791,481824.568789408
119885.469085057,481964.556492518
127118.67806981,485986.781774096
127030.110243796,480700.924878636
127983.366280085,478851.560816391
128474.984221374,485013.990200908
120139.091054513,485298.044159565
129706.110106157,479916.626712548
122583.60881177,484199.298273235
116313.336451662,489800.885071902
118270.920241461,485213.081165159
120817.677988174,484320.535258371
128031.396264927,485533.42214828
122016.47486912,483789.001313386
116042.610460875,487406.110942388
119085.580164984,482004.90448724
124888.92057165,490378.926658871
118415.427227909,484635.237223166
118636.713199845,488450.389842001
120390.851029151,485417.71514799
115995.328465499,487473.416935582
115799.391483985,488183.795864241
123421.245727432,484569.318237537
129276.151420178,484883.312064682
119998.113065217,487480.756941079
115363.699533149,484591.658222771
112672.721329176,490098.637142233
118758.586189614,487193.404967883
126316.116694299,488344.389450598
128371.201240671,479257.960776348
124532.750613715,486223.765073819
124613.718605252,486459.953050328
124407.218624551,487329.80296302
116013.526463808,487390.409943912
114604.204895644,487561.043177173
120636.261994232,492093.243480836
116350.451434128,484813.619202111
124679.290600826,485086.611187761
118428.578224312,486101.901076519
115194.028547438,486311.140050562
121090.56594758,492880.668402808
121152.099942768,492017.86148918
114687.316,485151.411
126295.471947102,489661.987867668
119293.040140881,484164.116271644
124632.543598578,489546.609741701
123570.851713914,483640.0003307
121093.394949011,491778.183513055
118513.836213005,487889.414897906
122039.355866115,484250.886267235
122773.180783679,490079.882685489
113501.287719064,484800.903198947
120172.304046479,488329.132856513
119061.924164095,484098.200277873
122619.73980812,484223.248270896
116958.381369053,487564.817927941
