gebiedcode15,waarde
STAD,14.4
A,22.8
B,21.7
E,15.3
F,10.6
K,20.1
M,13.4
Z,
N,9.2
T,8.2
DX07,10.0
DX03,16.5
DX02,21.9
DX04,10.3
DX06,9.3
DX08,12.5
DX05,17.0
DX01,23.6
DX15,14.0
DX12,18.3
DX13,13.8
DX10,21.6
DX11,21.5
DX09,11.3
DX14,13.0
DX18,9.6
DX17,8.8
DX22,9.4
DX16,11.2
DX19,9.3
DX21,7.5
DX20,6.8
ZX99,21.7
A04,23.7
A05,21.5
A06,22.1
A02,27.0
A03,28.1
A01,26.8
A00,25.0
A07,24.2
A08,22.6
A09,16.6
B10,21.7
M51,5.2
M50,
M55,13.3
M56,15.0
M57,10.5
M58,16.7
M32,10.5
M33,15.1
M35,11.5
M34,13.4
M28,14.1
M29,12.9
M31,12.0
M30,12.4
M27,17.8
K49,26.6
K52,18.9
K53,19.4
K54,16.3
K90,20.6
K59,25.7
K91,22.3
K44,17.8
K45,18.7
K46,25.3
K47,24.4
K48,17.2
K24,20.4
K25,17.6
K26,16.1
K23,25.0
E39,6.3
E38,14.2
E40,17.0
E41,13.2
E42,13.8
E43,17.8
E75,13.7
E18,17.3
E17,19.3
E19,16.1
E20,20.2
E21,21.1
E36,20.7
E22,24.5
E37,10.7
E15,14.8
E16,18.1
E14,17.1
E12,21.7
E13,13.9
F84,10.9
F85,11.8
F86,8.9
F87,16.9
F88,14.1
F89,10.5
F79,11.9
F78,8.6
F81,10.6
F80,10.0
F82,8.4
F83,11.8
F76,9.0
F77,9.6
F11,36.5
Z99,
T95,16.2
T96,8.4
T97,9.5
T98,8.3
T94,7.5
T93,6.8
T92,21.6
N67,9.7
N68,8.4
N69,10.3
N70,8.9
N71,13.8
N72,17.5
N73,8.4
N74,11.7
N64,15.1
N63,8.0
N66,9.3
N65,7.9
N62,9.5
N60,8.4
N61,10.0
AS01,22.7
AS02,18.5
AS03,20.9
AS06,23.2
AS08,26.8
AS05,21.6
AS09,27.0
AS10,24.8
AS07,24.4
AS04,27.0
AS12,28.2
AS16,
AS11,24.0
AS13,27.2
AS15,23.3
AS17,18.2
AS14,21.2
AS19,21.0
AS20,23.6
AS18,19.0
ES25,13.8
ES23,13.7
ES22,17.0
ES24,13.2
ES21,6.2
ES27,34.4
ES26,17.8
ES99,0.0
ES61,16.4
FS81,10.6
FS80,10.0
FS78,8.6
FS77,9.6
FS76,9.0
FS82,8.4
FS79,11.9
FS11,36.5
ES11,20.2
ES07,18.1
ES12,20.8
ES09,17.3
ES13,23.0
ES10,15.0
ES08,19.1
ES20,
ES18,14.5
ES17,9.5
ES15,10.9
