gebiedcode15,waarde
STAD,7.0
A,1.0
K,7.0
F,10.0
B,
E,7.0
Z,
T,19.0
N,12.0
M,6.0
A00,0.0
A01,1.0
A03,0.0
A02,0.0
A06,1.0
A05,1.0
A04,3.0
B10,
A09,1.0
A08,0.0
A07,1.0
E13,2.0
E12,
E14,14.0
E16,1.0
E15,5.0
E36,13.0
E37,7.0
E21,1.0
E22,0.0
E19,14.0
E20,6.0
E17,5.0
E18,11.0
E75,
E43,1.0
E42,4.0
E41,18.0
E40,
E38,11.0
E39,21.0
F11,
F77,12.0
F76,16.0
F82,17.0
F83,2.0
F81,6.0
F80,1.0
F79,31.0
F78,9.0
F89,
F88,9.0
F87,0.0
F86,8.0
F85,9.0
F84,8.0
K23,
K26,13.0
K25,9.0
K24,1.0
K47,1.0
K45,9.0
K46,1.0
K44,1.0
K91,21.0
K90,10.0
K59,0.0
K53,3.0
K54,18.0
K52,5.0
K48,4.0
K49,1.0
Z99,
T92,
T93,31.0
T94,17.0
T98,1.0
T97,26.0
T96,8.0
T95,2.0
M27,1.0
M29,2.0
M30,16.0
M28,20.0
M34,
M33,0.0
M32,1.0
M31,4.0
M58,0.0
M56,1.0
M57,19.0
M51,0.0
M55,9.0
M35,0.0
M50,
N60,6.0
N61,21.0
N62,2.0
N65,17.0
N63,3.0
N64,0.0
N73,3.0
N74,
N72,
N71,
N70,6.0
N69,13.0
N66,5.0
N68,26.0
N67,1.0
