gebiedcode15,waarde
STAD,101.0
A,124.0
E,91.0
B,
N,104.0
M,96.0
K,75.0
F,106.0
T,112.0
Z,
DX02,132.0
DX03,86.0
DX01,119.0
DX04,103.0
DX17,82.0
DX14,90.0
DX16,85.0
DX12,74.0
DX15,88.0
DX18,115.0
DX13,114.0
DX10,92.0
DX07,106.0
DX09,106.0
DX08,77.0
DX11,56.0
DX05,88.0
DX06,127.0
DX21,114.0
DX19,120.0
DX22,100.0
DX20,121.0
ZX99,
A09,85.0
A08,101.0
A07,181.0
A00,129.0
A06,97.0
A05,89.0
A04,120.0
A03,166.0
A02,91.0
A01,149.0
B10,
E12,89.0
E13,89.0
E15,100.0
E14,77.0
E37,108.0
E22,91.0
E36,
E21,72.0
E20,91.0
E19,95.0
E16,100.0
E18,88.0
E17,113.0
F11,
F76,123.0
F77,135.0
F82,99.0
F81,106.0
F79,99.0
F80,67.0
F78,125.0
E43,68.0
E75,96.0
E42,89.0
E40,87.0
E41,85.0
E39,92.0
E38,105.0
K23,
K25,80.0
K24,88.0
K47,90.0
K46,78.0
K45,95.0
K26,67.0
K44,94.0
F89,111.0
F88,86.0
F87,99.0
F86,109.0
F85,103.0
F83,123.0
F84,67.0
M28,114.0
M27,112.0
M29,130.0
M34,90.0
M33,68.0
M32,123.0
M31,97.0
M30,92.0
K91,51.0
K90,56.0
K59,56.0
K54,53.0
K53,85.0
K52,70.0
K49,64.0
K48,97.0
N60,115.0
N61,134.0
N65,82.0
N63,87.0
N64,87.0
N62,87.0
M58,106.0
M57,58.0
M56,70.0
M55,106.0
M51,73.0
M50,
M35,90.0
Z99,
T92,
T93,121.0
N74,
N73,134.0
N71,78.0
N72,
N69,102.0
N70,78.0
N67,88.0
N68,146.0
N66,88.0
T98,44.0
T97,85.0
T95,99.0
T96,115.0
T94,114.0
